證券代碼,簡稱,年月,市值(百萬元),收盤價(元)_年,本益比,股價淨值比,股價營收比,M淨值報酬率─稅後,資產報酬率ROA,營業利益率OPM,利潤邊際NPM,負債/淨值比,M流動比率,M速動比率,M存貨週轉率 (次),M應收帳款週轉次,M營業利益成長率,M稅後淨利成長率,Return,ReturnMean_year_Label
2389,世昕         ,199912,10984,44.45,14.8167,1.5926,3.1303,0.056288,0.079034,0.13841,0.17734,0.40411,242.85,201.09,3.78,2.29,32.11,97.41,-74.8481,-1
1311,福聚         ,199912,10872,22.58,10.5023,1.3964,0.95922,0.10503,0.13309,0.10915,0.091405,0.26718,328.53,175.16,7.12,24.89,123.36,120.76,-60.7174,-1
2474,可成         ,199912,10860,18.62,2.8341,0.96577,0.86564,0.22396,0.33459,0.37532,0.29998,0.49398,209.87,169.9,7.45,4.18,117.82,111.83,-75.0269,-1
2366,亞旭         ,199912,10840,26.39,15.9939,1.4366,0.61515,0.046726,0.081814,0.017446,0.035036,0.75092,153.28,82.1,5.38,6.09,-49.09,81.76,-65.5172,-1
2392,正崴         ,199912,10838,32.37,12.45,2.1508,0.80986,0.066871,0.17096,0.099437,0.064388,1.5565,118.55,81.85,6.43,3.87,57.82,51.81,-38.338,1
3037,欣興         ,199912,10827,17.45,11.7905,1.0947,0.7286,0.04178,0.092352,0.061225,0.061454,1.2104,214.53,170.18,15.31,4.03,19.45,35.14,4.5272,1
2614,東森         ,199912,10776,9.52,17.9623,1.0095,2.125,0.017714,0.048159,0.017976,0.11764,1.7186,96.02,84.68,2.34,12.58,-78.36,-40.41,-69.3277,-1
1710,東聯         ,199912,10765,8.46,8.2136,0.69917,1.2857,0.055573,0.084796,0.14378,0.15599,0.52584,125.59,87.71,9.47,5.87,13.83,25.93,-58.9835,-1
1206,台鳳         ,199912,10659,17.9,-4.9722,1.4343,4.3873,-0.066209,-0.22172,-0.10116,-0.68006,2.3487,189.07,84.29,0.27,10.3,-135.71,-221.25,-100,-1
2207,和泰         ,199912,10507,10.56,6.2857,0.52485,0.10139,0.0461,0.083367,0.017154,0.016104,0.80838,139.53,122.65,37.19,7.1,23.91,-30.13,11.1742,1
9910,豐泰         ,199912,10441,11.33,5.0356,0.7879,0.27996,0.099349,0.14617,0.067154,0.055716,0.47125,90.34,52.03,19.92,21.36,118.89,6.43,-36.8932,1
2336,D 致伸       ,199912,10358,20.39,-33.4262,1.3423,0.46499,-0.01639,-0.039785,0.063968,-0.013838,1.4274,170.66,113.95,5.67,4.76,902.21,-210.38,-57.5282,-1
2492,華新科       ,199912,10164,36.41,21.8024,2.3844,1.8875,0.05623,0.10829,0.058365,0.086395,0.92583,123,78.16,3.56,3.44,256.95,156.74,-55.6715,-1
2473,思源         ,199912,10117,42.13,11.8676,2.5942,5.2663,0.17934,0.19911,0.41537,0.44398,0.11029,826.5,794.64,0,4.62,156.66,104.64,-38.8559,1
2604,立榮         ,199912,9914,15.41,64.2083,0.94308,0.39553,0.0044978,0.013868,0.044589,0.0058164,2.0832,96.32,90.01,0,6.31,-35.07,-65.47,-29.3965,1
2422,國聯         ,199912,9908,37.02,17.2991,2.5321,5.9137,0.086538,0.14429,0.25989,0.33702,0.66736,653.67,508.54,1.62,4.99,-30.73,-23.1,-56.456,-1
1714,和桐         ,199912,9787,12.73,6.7713,0.86247,0.61409,0.062823,0.10113,0.079137,0.090437,0.60979,329.88,288.01,14.3,7.28,-6.49,36.01,-38.4132,1
1305,華夏         ,199912,9770,22.42,44.84,1.6682,1.0969,0.016448,0.035105,0.038838,0.024333,1.1343,186.06,104.1,5.57,5.42,8.89,252.56,-85.281,-1
1904,正隆         ,199912,9729,6.57,5.8142,0.48775,0.40884,0.041758,0.08427,0.07092,0.070615,1.0181,160.29,69.51,3.29,5.4,125.68,1541.3,-26.9406,1
2515,中工         ,199912,9660,5.65,25.6818,0.38253,0.43428,0.0053733,0.015226,0.0038794,0.017287,1.8337,146.14,33.86,0.68,1.94,103.07,124.39,-75.7522,-1
1806,冠軍         ,199912,9590,34.32,28.1311,2.6,3.8007,0.055736,0.10285,0.20135,0.14631,0.84524,127.22,56.46,1.31,2.81,-4.57,155.75,-83.3333,-1
9933,中鼎         ,199912,9156,8.24,3.3909,0.56516,0.22731,0.080957,0.16571,0.051641,0.066655,1.0469,125.01,72.68,5.7,10.74,-6.35,6.67,-24.6359,1
2328,廣宇         ,199912,8979,20.98,-8.9277,2.6557,0.65604,-0.10612,-0.28668,0.0015468,-0.070833,1.7015,118.39,72.42,5.22,5.08,102.44,50.57,-68.0648,-1
2355,敬鵬         ,199912,8973,15.43,6.4292,0.57297,0.58204,0.059324,0.089188,0.074025,0.090592,0.50339,194.62,170.31,13.77,4.24,-2.03,-3.33,-57.3558,-1
2910,統領         ,199912,8823,30.76,22.1295,2.2114,1.5726,0.078499,0.099974,0.094072,0.071107,0.27357,120.81,111.87,61.58,397.21,8.24,-30.7,-8.6151,1
2019,桂宏         ,199912,8800,17.6,-16.7619,1.1757,1.6826,-0.041706,-0.070204,0.033115,-0.10058,0.6833,96.39,61,8.58,7.07,76.32,-21532.3,-100,-1
1229,聯華         ,199912,8747,7.69,9.6125,0.55364,3.3435,0.045202,0.057754,0.031059,0.34904,0.27771,104.51,69.78,3.4,6.45,201.68,180.38,-40.5722,1
2487,友立資       ,199912,8735,120.83,42.101,3.7795,6.7503,0.078465,0.084141,0.13108,0.15026,0.072348,1300.04,1234.19,4.06,4.08,-12.1,8.19,-80.5429,-1
2436,偉詮電       ,199912,8668,28.75,8.9286,1.6372,2.4552,0.14711,0.18218,0.15616,0.2748,0.23843,340.41,306.37,7.46,3.64,42,108.18,-36.4522,1
5605,遠航         ,199912,8605,18.77,-24.3766,1.7758,1.8845,-0.02437,-0.073257,-0.022248,-0.077735,2.006,80.89,67.8,0,37.47,75.71,-352.56,-20.8844,1
2518,長億         ,199912,8587,6.97,4.0057,0.39091,0.77531,0.039896,0.094542,-0.041097,0.1939,1.3697,167.05,21.66,0.3,6.33,-100.07,190.8,-72.5968,-1
1308,亞聚         ,199912,8319,16.71,10.6433,0.94621,1.526,0.080051,0.088813,0.10671,0.14319,0.10945,684.05,573.41,7.64,22.02,-10.17,-23.72,-68.5817,-1
2370,匯僑工業     ,199912,8165,36.54,18.27,2.0255,2.6269,0.077085,0.099366,0.13385,0.12893,0.28904,279.59,203.55,3.52,3.33,61.39,45.12,-53.1199,-1
2606,裕民         ,199912,8125,3.57,14.875,0.28514,0.6444,0.0084443,0.018816,0.039024,0.04252,1.2282,175.4,150.47,0,16.94,-72.81,38.4,-27.1709,1
2362,藍天         ,199912,8121,11.35,-42.037,0.78168,0.36803,-0.010971,-0.018632,1.06E-05,-0.0087695,0.69827,153.69,52.57,5.21,11.46,-91.79,-168.01,-77.2687,-1
2338,光罩         ,199912,8018,12.25,45.3704,0.91282,2.094,0.011578,0.019834,0.066953,0.045539,0.71298,507.49,397.83,11.05,3.45,-61.64,-77.85,-61.4694,-1
2029,盛餘         ,199912,8013,11.56,5.639,0.62826,0.41718,0.087707,0.1116,0.065087,0.074092,0.27238,231.26,141.03,9.07,16.56,56.91,51.03,-42.301,1
1507,永大         ,199912,7846,11.17,7.9786,0.63214,0.88161,0.06012,0.07795,0.10987,0.11065,0.29657,200.86,124.27,2.38,3.69,5.76,-16.42,-39.6598,1
2305,全友         ,199912,7717,37.52,-12.633,4.8854,2.2058,-0.12635,-0.31521,-0.20715,-0.14953,1.4948,165.17,99.78,2.86,3.88,-86.04,-121.05,-60.8742,-1
1527,鑽全         ,199912,7708,25.18,4.3868,1.516,1.0642,0.29027,0.34558,0.31746,0.24259,0.19054,441.08,380.41,9.53,10.5,41.94,40.68,-30.2224,1
5313,皇旗         ,199912,7682,26.8,-17.7483,2.003,0.66617,-0.044196,-0.10877,-0.00053517,-0.036176,1.4611,152.2,67.59,3.52,3.46,-101.04,-234.1,-100,-1
2302,麗正         ,199912,7636,102.48,64.05,4.9104,9.8067,0.043916,0.057138,0.11614,0.11577,0.30107,164.45,91.2,5.28,6.02,40.66,-0.15,-82.943,-1
5371,中光電       ,199912,7569,12.31,6.0343,0.49517,0.16912,0.034732,0.069933,0.050971,0.023881,1.0135,184.43,76.92,4.24,7.26,58.67,-10.03,-61.251,-1
1608,華榮         ,199912,7555,7.94,8.2708,0.58041,0.64344,0.049539,0.069815,0.072361,0.077401,0.40929,150.23,103.79,7.13,5.28,-14.13,-11.22,-66.4987,-1
1704,榮化         ,199912,7453,7.38,6.4737,0.52415,0.50136,0.04457,0.07631,0.063871,0.076477,0.71212,176.95,131.42,7.5,12.85,12.54,22.78,-23.9837,1
2015,豐興         ,199912,7406,6.26,9.3433,0.52605,0.39198,0.034416,0.055998,0.065113,0.041725,0.62711,113.77,44.91,4.58,14.2,524.84,194.96,-26.5176,1
4424,民興         ,199912,7380,41,-28.2759,3.5933,5.6787,-0.040597,-0.12695,0.037784,-0.20062,2.1271,108.98,16.03,0.3,5.12,-53.01,-203.77,-92.122,-1
2506,太設         ,199912,7378,12.7,635,1.0283,0.93451,0.00061463,0.0018454,0.056518,0.0016975,2.0025,135.6,28.43,0.64,3.44,23.44,-68.37,-35.5906,1
1319,東陽         ,199912,7282,11.77,51.1739,0.93561,0.69935,0.0091183,0.017703,0.021205,0.013802,0.94145,89.24,59.85,8.65,3.88,-48.96,-88.36,-23.2795,1
2106,建大         ,199912,7189,10.59,7.4056,0.73389,0.50962,0.051447,0.099268,0.096907,0.068941,0.92952,147.13,87.46,5.14,5.15,-19.25,-20.49,-53.7299,-1
2490,皇統         ,199912,7164,93.8,27.9167,6.355,3.46,0.089116,0.22558,0.19046,0.1228,1.5313,113.14,57.32,5.48,3.83,86.26,141.92,-84.6055,-1
5345,天揚         ,199912,7149,298.78,159.7754,19.351,14.7037,0.050953,0.10537,0.098709,0.080047,1.068,127.45,71.09,2.15,2.83,2759.13,1266.72,-81.3876,-1
1107,建台         ,199912,7124,20.94,15.2847,1.5697,3.4104,0.047988,0.10234,0.0098777,0.22281,1.1325,118.5,40.8,0.78,4.84,-91.93,768.97,-82.5692,-1
1718,中纖         ,199912,7115,4.66,-14.1212,0.40841,0.88931,-0.012532,-0.029329,0.0043319,-0.063853,1.3403,77.23,43.68,3.89,4.44,246.91,70.91,-75.3219,-1
5307,耀文         ,199912,7091,16.98,24.2571,1.092,1.0652,0.025649,0.045112,0.039304,0.044011,0.75882,155.45,93.09,8.71,4.69,-66.46,-62.79,-19.3757,1
2413,環科         ,199912,7086,49.11,11.1614,2.0086,1.6619,0.12551,0.16338,0.13585,0.13517,0.30171,310.04,229.42,5.14,6,56.11,61.33,-24.8422,1
2102,泰豐         ,199912,7078,17.42,-10.0115,1.8512,1.4151,-0.097442,-0.18639,-0.015545,-0.14254,0.91279,90.71,64.26,7.63,5.51,-89.29,-203.21,-73.7658,-1
2341,英群         ,199912,6999,114.68,224.8627,8.3953,3.0639,0.015788,0.037532,0.0021187,0.0137,1.3773,132.04,64.18,4.64,5.46,101.68,112.32,-54.9878,-1
1726,永記         ,199912,6861,24.21,5.2976,1.0025,0.67101,0.145,0.18923,0.14564,0.12664,0.30502,339.42,254.43,5.42,4.24,12.78,21.91,-50.8881,-1
2404,漢唐         ,199912,6859,15.47,5.0556,0.8125,0.46138,0.10265,0.15814,0.11468,0.091274,0.54057,226.56,110.14,3.1,5.08,55.55,31.23,-55.5268,-1
1449,佳和         ,199912,6827,35.93,-89.825,3.2023,4.2876,-0.02234,-0.035854,0.038593,-0.047982,0.60492,94.32,29.62,3.18,16.08,-77.93,-139.77,-65.5719,-1
1716,永信         ,199912,6810,15.11,10.1409,0.73996,1.2235,0.052035,0.066804,0.19902,0.11253,0.28382,431.9,315.99,1.54,3.06,2.88,-16.01,-12.3097,1
2014,中鴻         ,199912,6712,6.71,-24.8519,0.57155,0.30936,-0.0071674,-0.023034,0.038061,-0.012465,2.2137,117.97,16.05,1.92,17.87,273.27,80.26,-73.0253,-1
2707,晶華         ,199912,6684,33.12,25.4769,2.9053,4.8778,0.08428,0.11485,0.25575,0.20139,0.36274,290.62,280.69,68.7,33.76,14.88,332.67,59.0882,1
5353,台林         ,199912,6620,58.18,21.5481,2.8902,2.7162,0.10667,0.13337,0.094918,0.12538,0.25026,381.34,181.12,2.08,6.57,-4.69,34.32,-75.2836,-1
2489,瑞軒         ,199912,6601,11.44,4.237,0.54167,0.19596,0.072816,0.11458,0.03817,0.041451,0.57352,240.39,189.49,14.39,5.6,-22.2,18.82,-50.4371,-1
1444,力麗         ,199912,6582,7.87,14.8491,0.58819,0.99494,0.027271,0.03967,0.066443,0.067113,0.45465,148.21,66.43,5.68,10.23,186.16,365.59,-70.1398,-1
2427,三商電       ,199912,6520,32.48,14.7636,2.0389,1.1505,0.066007,0.13838,0.083541,0.078097,1.0965,130.99,53.06,3,4.39,-7.32,86.47,-54.1256,-1
9921,巨大         ,199912,6463,11.62,4.5214,0.68717,0.187,0.058476,0.15221,0.055352,0.041428,1.6029,133.45,86.43,3.48,4.47,-30.72,-13.65,58.864,1
2103,台橡         ,199912,6430,5.42,-27.1,0.44426,0.52065,-0.0097242,-0.015456,0.011832,-0.019038,0.58939,135.49,79.76,4.93,6.52,-73.02,-430.31,-61.8081,-1
2520,冠德         ,199912,6425,8.4,4.2857,0.46875,0.68237,0.035744,0.1095,0.14733,0.15933,2.0635,143.35,14.13,0.22,5.73,16.95,1.75,-47.9762,-1
2010,春源         ,199912,6407,5.09,5.7191,0.33911,0.23115,0.034932,0.059068,0.033347,0.040261,0.69095,178.8,109.99,3.97,3.85,45.68,134.03,-30.0589,1
2430,燦坤         ,199912,6404,14.68,5.0796,0.86201,0.16533,0.042953,0.1123,0.089588,0.032602,1.6145,124.92,72.32,3.95,9.68,23.38,14.02,-43.188,1
5302,太欣         ,199912,6309,19.79,43.0217,1.4638,4.0637,0.023879,0.033995,0.09474,0.094303,0.42364,88.45,78.46,17.5,1.43,211.48,190.98,-26.6801,1
1513,中興電       ,199912,6298,6.18,3.5723,0.44048,0.30823,0.046511,0.12313,0.10327,0.086121,1.6472,163.87,60.23,1.61,5.6,185.62,5.34,-22.0065,1
2433,互盛電       ,199912,6298,19.89,10.3594,1.2055,1.3899,0.088955,0.11614,0.073065,0.13391,0.30561,163.53,102.01,4.04,5.71,-37.29,44.27,-66.8175,-1
1515,力山         ,199912,6205,21.85,17.2047,1.5833,0.83524,0.045736,0.084575,0.097893,0.048707,0.84918,120.48,83.04,9.04,7.4,-27.02,-36.93,-59.0847,-1
1227,佳格         ,199912,6034,9.58,5.4743,0.73298,0.4802,0.078764,0.1299,0.10205,0.087953,0.64926,249.62,161.71,4.4,6.77,-14.35,-15.27,-39.4572,1
1309,台達         ,199912,5946,20.4,25.1852,1.3368,1.3307,0.04018,0.049244,0.028232,0.049047,0.22558,411.34,275.23,7.37,7.52,4.09,-14.94,-68.8725,-1
1460,宏遠         ,199912,5941,8.52,85.2,0.68876,0.56016,0.0048145,0.0081777,0.0056648,0.0066517,0.69858,150.22,61.47,3.1,5.08,-95.2,-94.1,-40.7277,1
5701,劍湖山       ,199912,5922,26.24,30.5116,1.3913,8.1491,0.038736,0.045544,0.042521,0.26677,0.17574,166.86,141.35,37.06,68.26,-89.89,-34.53,-42.8735,1
1447,力鵬         ,199912,5878,8.99,9.268,0.65573,0.79769,0.048716,0.070977,0.043531,0.086359,0.45695,88.66,47.41,6.09,7.44,-22.87,29.38,-66.4071,-1
9908,大台北       ,199912,5815,6.76,7.9529,0.53693,1.3203,0.043065,0.067525,0.027654,0.16609,0.56798,248.58,215.06,10.46,8.06,309.17,-14.95,10.9467,1
2537,聯上發       ,199912,5748,286.19,-80.3904,43.2311,69.6326,-0.17775,-0.53821,-0.41199,-0.86634,2.0279,141.21,11.51,0.29,12.29,-74.84,-135.98,-35.4729,1
5401,第三波       ,199912,5666,114.85,44.6887,7.2233,2.1939,0.084351,0.16102,0.040353,0.04891,0.90897,172.08,133.48,14.78,4.56,6.52,64.69,-83.1258,-1
20002330,台積電       ,200012,917615,25.59,4.4816,1.2025,2.0008,0.17554,0.24843,0.36881,0.39174,0.41519,194.72,144.11,8.81,7.98,175.23,182.77,59.7499,1
2412,中華電       ,200012,723579,32.85,7.8029,0.94342,1.6959,0.087169,0.12092,0.28824,0.21732,0.38722,52.38,38.66,26.88,8.27,1.66,-2.48,-23.0441,-1
2303,聯電         ,200012,538011,27.33,5.7903,1.4212,2.7033,0.16392,0.22165,0.41124,0.43924,0.35219,229.79,200.14,8.24,8.46,1067.02,144.61,26.1251,-1
2317,鴻海         ,200012,239728,29.94,4.211,0.98293,0.44468,0.117,0.23346,0.10692,0.10561,0.99543,175.03,113.35,6.37,5.36,42.67,38.88,18.9379,-1
1303,南亞         ,200012,194643,14.65,3.6443,0.61169,0.49426,0.068596,0.1477,0.082707,0.13569,1.1532,124.17,66.15,4.58,6.08,16.42,73.26,-17.4744,-1
1301,台塑         ,200012,178384,17.7,5.2836,0.78527,1.0859,0.076051,0.14855,0.073032,0.20535,0.95323,123.43,58.7,5.21,18.11,4.61,62.54,-21.7514,-1
2002,中鋼         ,200012,174092,6.53,3.0802,0.42568,0.5708,0.088914,0.13799,0.21087,0.18464,0.55199,172.81,82.54,4.42,55.8,43.44,22.88,-22.2052,-1
2357,華碩         ,200012,152009,145.92,14.6212,4.2222,3.2326,0.24625,0.28887,0.1937,0.2212,0.17309,535.94,455.95,8.68,13.55,8.58,9.53,101.7475,1
2382,廣達         ,200012,137928,25.17,4.8311,1.2974,0.4994,0.18389,0.26848,0.082391,0.10332,0.46002,221.75,172.04,13.33,7.56,-19.93,-7.55,75.0099,1
2388,威盛         ,200012,104968,180.97,15.9586,4.8951,3.3807,0.21107,0.30686,0.24261,0.21191,0.45384,281.32,211.64,6.48,8.39,344.98,230.39,28.5075,-1
1326,台化         ,200012,101519,10.12,2.8588,0.42325,0.57598,0.076337,0.14528,0.069016,0.19773,0.90319,102.5,35.2,3.15,12.1,122.97,44.73,-6.0277,-1
2337,旺宏         ,200012,100213,35.67,8.1625,1.9806,2.7375,0.15001,0.2381,0.38729,0.3292,0.58716,272.04,205.07,3.37,7.44,709.36,1070.59,-11.0737,-1
2308,台達電       ,200012,98785,32.72,5.9927,1.2489,0.61216,0.10757,0.20842,0.088729,0.10218,0.93759,195.04,149.86,7.11,4.54,27.53,44.36,-25.3667,-1
2313,華通         ,200012,94748,105.64,22.2869,4.5831,3.1126,0.094867,0.20434,0.17035,0.13878,1.1539,194.22,140.28,6.14,6.01,115.8,170.09,-55.8027,-1
5387,茂德         ,200012,79886,19.45,8.0041,1.3019,2.5425,0.11542,0.16243,0.41249,0.31731,0.40726,241.18,202.97,7.86,5.14,11.32,8.73,26.6324,-1
1402,遠東新       ,200012,72080,11.58,165.4286,0.70182,0.49957,0.0013875,0.0034641,0.055947,0.0032036,1.4966,94.82,67.49,7.51,7.92,-10.35,-50,-41.3644,-1
2475,華映         ,200012,71668,13.57,6.2535,0.99341,0.67782,0.085768,0.15871,0.14091,0.109,0.85042,131.91,95.37,8.79,5.28,23.53,19.35,94.1783,1
1216,統一         ,200012,69479,11.34,10.5981,0.88732,0.67945,0.034372,0.085717,0.019287,0.065635,1.4938,67.79,41.64,7.11,11.09,7.81,-18.9,-35.5379,-1
2324,仁寶         ,200012,69431,13.38,3.4844,0.65685,0.27074,0.11902,0.19234,0.068505,0.07928,0.61595,173.84,117.87,10.23,9.08,5.84,10.69,26.4574,-1
2311,日月光       ,200012,60268,9.49,4.4554,0.59798,0.51325,0.053877,0.10474,0.19407,0.11469,0.944,118.99,97.05,12.49,6.09,103.71,-14.05,74.2887,1
2306,宏電         ,200012,57195,12.85,7.4277,0.78931,0.31705,0.051461,0.10547,-0.028514,0.043042,1.0496,129.59,77.22,6.43,6.96,-275.42,-13.81,-100,-1
2342,茂矽         ,200012,51798,100.9,138.2192,6.5265,10.2437,0.024113,0.040152,0.0075966,0.073158,0.66513,259.83,119.25,4.5,6.35,105.85,-26.7,5.9267,-1
2371,大同         ,200012,50800,11.8,13.4091,0.8351,0.30117,0.022504,0.051106,0.032486,0.025799,1.271,102.23,68.12,8.22,6.28,12.74,-3.2,-10.5932,-1
2401,凌陽         ,200012,48655,56.34,9.5816,2.9283,3.3219,0.26079,0.30484,0.28857,0.34701,0.16891,404.5,304.36,5.49,6.36,39.06,71.88,13.1168,-1
2610,華航         ,200012,46897,18.27,13.9466,0.9682,0.53767,0.021087,0.06885,0.062124,0.038241,2.2651,64.95,28.4,0,13.85,375.68,6.75,-33.1144,-1
1605,華新         ,200012,45681,9.35,3.8958,0.52617,0.79642,0.081829,0.12695,0.047639,0.20515,0.55143,139.99,91.11,5.27,5.93,56.59,179.88,-29.4118,-1
2603,長榮         ,200012,44275,11.91,18.9048,0.69406,0.39437,0.012138,0.036369,0.074172,0.020753,1.9963,71.43,62.18,0,5.6,19.92,39.63,-40.3023,-1
2408,南科         ,200012,42075,38.16,56.1176,2.4383,6.0475,0.020169,0.043139,0.081138,0.10699,1.1389,100.67,43.47,2.67,6.53,141.06,19.47,98.5325,1
2323,中環         ,200012,41403,14.57,5.8514,0.66227,1.6046,0.073897,0.11358,0.061374,0.277,0.53697,151.86,119.16,5.42,4.01,-79.93,-41.8,37.1997,1
2356,英業達       ,200012,40450,8.79,3.1505,0.57602,0.12033,0.090567,0.17721,0.018585,0.038205,0.95668,168.44,114.62,10.36,6.59,-28.58,24.9,13.5381,-1
1102,亞泥         ,200012,37290,8.39,93.2222,0.5003,1.396,0.0030816,0.0051214,0.065025,0.014345,0.66191,92.63,72.23,6.46,2.3,-46.82,-95.09,-38.7366,-1
1101,台泥         ,200012,36294,9.14,19.8696,0.5434,0.7623,0.0078317,0.022944,0.045857,0.038111,1.9296,89.77,50.91,13.42,6.71,-24.54,-48.95,-42.4508,-1
2352,佳世達       ,200012,35405,20.29,4.7518,0.81421,0.35043,0.080632,0.15987,0.020073,0.074047,0.98271,105.01,57,5.6,7.66,53.76,114.35,98.6693,1
2201,裕隆         ,200012,34151,12.36,5.7488,0.58941,0.4,0.049356,0.094116,0.070409,0.066988,0.90687,129.36,97.33,7.85,2.92,18.01,-6.12,-11.6505,-1
1802,台玻         ,200012,33411,13.57,6.7178,0.64711,0.98763,0.077364,0.095178,0.21985,0.14694,0.23025,353.98,259.27,3.77,6.4,159.2,41.55,-18.2756,-1
1504,東元         ,200012,30909,11.28,15.4521,0.62149,0.71257,0.019603,0.040405,0.013946,0.046334,1.0612,149.11,88.38,3.5,4.42,-71.08,-45.62,-30.0532,-1
5346,力晶         ,200012,30405,8.01,3.5759,0.45693,0.78684,0.098956,0.12987,0.24826,0.22367,0.31244,181.03,133.52,5.73,9.35,441.24,608.56,76.9039,1
2618,長榮航       ,200012,30240,11.18,9.3167,0.74286,0.4305,0.023274,0.07945,0.090935,0.046044,2.4136,85.28,39.01,0,10.27,26.22,115.48,12.0751,-1
2325,矽品         ,200012,28899,7.87,3.3777,0.44843,0.66302,0.077177,0.11564,0.15602,0.17093,0.49844,282.76,229.72,10.04,5.29,87.47,113.8,99.7459,1
9904,寶成         ,200012,28516,7.09,3.7713,0.48796,0.54961,0.054454,0.12914,0.058902,0.14753,1.3716,117.38,104.02,10.16,5.82,82.36,-37.06,37.2355,1
5347,世界         ,200012,28490,15.49,13.2393,1.5459,1.7622,0.064835,0.11672,0.15192,0.13304,0.80024,181.45,130.82,6.2,7.67,246.44,239.18,22.7243,-1
2615,萬海         ,200012,25790,7.75,5.2721,0.61024,0.33725,0.070514,0.1157,0.082425,0.064107,0.64075,121.18,113.88,0,33.11,-13.59,-20.86,-33.9355,-1
5522,遠雄         ,200012,25262,23.14,7.4887,1.5667,1.2841,0.063199,0.20919,0.26857,0.1716,2.3101,139.11,13.47,0.34,9.16,30.33,-2.26,-53.7165,-1
2609,陽明         ,200012,24754,7.25,10.8209,0.51565,0.24719,0.023578,0.04795,0.018921,0.022987,1.0336,136.13,116.4,0,33.09,-44.98,-28.31,-40.4138,-1
1434,福懋         ,200012,23627,8.11,4.9451,0.59457,0.56912,0.06363,0.11833,0.1234,0.11477,0.85961,147.1,83.42,3.96,5.42,35.81,37.65,-33.2922,-1
5441,聯友光電     ,200012,21580,14.13,16.6235,0.92899,1.7107,0.025996,0.055697,0.023243,0.10253,1.1425,119.31,71.58,3.67,13.22,124.26,7869.19,-100,-1
2347,聯強         ,200012,21495,11.81,3.6116,0.39314,0.087598,0.066257,0.10958,0.036246,0.024418,0.65387,196.51,123.12,12,8.17,40.54,-11.09,26.9263,-1
2409,友達         ,200012,21450,9.7,6.0625,0.46411,0.71905,0.039109,0.076612,0.063838,0.11868,0.95893,151.18,80.79,5.43,9.88,409.66,191.56,126.3918,1
2379,瑞昱         ,200012,19932,35.13,4.5862,1.5261,1.4595,0.2385,0.32961,0.31664,0.31527,0.38201,488.85,413.77,8.38,7.5,116.21,128.36,199.0037,1
2395,研華         ,200012,18409,28.75,5.334,1.5574,0.75598,0.1846,0.29126,0.17646,0.14184,0.57779,189.71,108.34,4.61,7.42,28.83,35.81,14.7478,-1
3035,智原         ,200012,17213,37.11,4.9414,1.976,1.285,0.29456,0.39962,0.27098,0.25988,0.35663,286.19,225.04,7.51,8.48,118.17,92.51,21.8539,-1
2105,正新         ,200012,16720,6.47,3.7616,0.41474,0.3296,0.056761,0.10996,0.11948,0.087366,0.93733,154.98,91.66,3.93,7.77,-2.69,17.75,18.7017,-1
1451,年興         ,200012,15707,14.12,6.1126,0.96911,0.84652,0.10568,0.15837,0.16386,0.13852,0.4986,269.98,154.51,3.83,10.09,-16.72,-19.31,-12.7479,-1
2315,神達         ,200012,14903,8.65,4.2402,0.52552,0.046262,0.035107,0.099763,0.020013,0.010949,1.8417,124.3,56.64,10.29,15,27.17,17.18,26.3584,-1
2373,震旦行       ,200012,14604,24.99,45.4364,2.1341,0.61918,0.017893,0.046216,0.018536,0.014441,1.5828,147.3,92.02,7.21,6.72,-24.32,-60.6,-47.3389,-1
2396,精碟         ,200012,14582,24.32,6.2199,0.70801,1.2396,0.069446,0.1047,0.14766,0.18328,0.5076,118.89,95.87,9.94,2.79,-27.77,-12.04,3.9474,-1
2411,飛瑞         ,200012,14503,18.5,8.296,1.2568,1.3899,0.12866,0.15657,0.17496,0.18002,0.21691,462.27,409.49,7.82,5.52,-25.24,-11.57,-9.8919,-1
2314,台揚         ,200012,14016,29.26,10.7574,2.1594,1.8661,0.10698,0.20071,0.059142,0.17341,0.87613,125.17,66.53,2.86,5.01,67.29,18.33,-1.5721,-1
2301,光寶科       ,200012,12862,8.71,1.6496,0.44439,0.11366,0.086482,0.23381,0.067372,0.069752,1.7036,164.14,107.24,5.51,7.87,143.32,372.05,147.9908,1
2312,金寶         ,200012,12778,6.62,5.4711,0.43754,0.18379,0.038918,0.072829,0.048384,0.033561,0.87134,142.17,94.04,6.9,6.82,65.82,-67.37,84.29,1
1604,聲寶         ,200012,12491,13.5,6.7164,1.0181,0.79412,0.089255,0.15138,0.039468,0.11839,0.69606,151.02,85.18,4.15,4.37,1420.1,2358.24,-16.8148,-1
2501,國建         ,200012,12396,5.8,10.9434,0.45312,1.167,0.037929,0.042791,0.13299,0.1103,0.12817,995.89,131.05,0.32,5.96,32.17,5.16,20.8621,-1
1722,台肥         ,200012,12250,9.27,-7.8559,0.30166,1.0868,-0.023631,-0.039145,0.039696,-0.14108,0.65651,516.04,367.98,4.66,11.93,-35.05,-6117.24,43.9051,1
